Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSampleWeigh.g,DrySample Weigh.g ,Moisture.perc,MoistureDec.,DM.perc,DMDec,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,CovStgResIV,CovStgResIII,Assay,AppTiming,TestHerb.ppm,perc.Recovery,ppmAdjustedto15gdry,Background.ppm,AdjTest-Back.ppm,StdHerb.ppm,Ratio,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio
3V203D,203,45183,45184,45184,10.59,15.52,15.31,1.371652515,0.013716525,98.62834749,0.986283475,Petris,2023,VA,VA23,B2,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.1015,0.102911589,0.099444807,0.006672747,0.092772061,0.492890719,0.188220345,0.1015,0.088718978,112,0,0
3P106W,106,45132,45133,45133,10.47,16.08,11.03,45.78422484,0.457842248,54.21577516,0.542157752,Petris,2023,PA,PA23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0714,0.131695987,0.097098821,0.0012156,0.095883221,0.275289491,0.348299605,0.0714,0.299879347,138.4,0,0
3P110W,110,45132,45133,45133,10.72,17.3,11.68,48.11643836,0.481164384,51.88356164,0.518835616,Petris,2023,PA,PA23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0762,0.146867327,0.097859589,0.0012156,0.096643989,0.275289491,0.351063125,0.0762,0.370481284,116.1,0,0
2P306 W,306,45589,45605,45605,12.988,18.042,12.04,49.85049834,0.498504983,50.14950166,0.501495017,Petri,2022,PA,PA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.08,0.159523021,0.099667774,0.00136502,0.098302754,0.386006861,0.254665821,0.08,0.285801495,154.58,0,0
3P306W,306,45132,45133,45133,10.667,15.85,10.433,51.92178664,0.519217866,48.07821336,0.480782134,Petris,2023,PA,PA23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0733,0.152459908,0.105386754,0.0012156,0.104171154,0.275289491,0.378405851,0.0733,0.351991458,132.6,0,0
2P408 D,408,45589,45605,45605,12.939,15.63,15.629,0.006398362,6.40E-05,99.99360164,0.999936016,Petri,2022,PA,PA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.113,0.113007231,0.108452236,0.00136502,0.107087216,0.386006861,0.27742309,0.113,0.196835602,130.91,0,0
2P106 W,106,45591,45603,45603,12.959,19.419,12.929,50.19723103,0.50197231,49.80276897,0.49802769,Petri,2022,PA,PA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.101,0.202799969,0.117178436,0.00136502,0.115813416,0.386006861,0.300029424,0.101,0.313033638,169.68,0,0
2P308 D,308,45586,45603,45603,12.924,14.832,14.814,0.121506683,0.001215067,99.87849332,0.998784933,Petri,2022,PA,PA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.118,0.118143552,0.119481571,0.00136502,0.118116551,0.438690977,0.269247733,0.118,0.157330988,112.13,0,0
2P210 D,210,45586,45603,45603,13.003,15.019,14.975,0.293823038,0.00293823,99.70617696,0.99706177,Petri,2022,PA,PA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.12,0.120353627,0.120200334,0.00136502,0.118835314,0.438690977,0.27088616,0.12,0.182705789,203.72,0,0
3E410W,410,45131, 8/1/2023, 8/1/2023,10.42,16.26,15.88,2.392947103,0.023929471,97.6070529,0.976070529,Petris,2023,DE,DE23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.1324,0.135645935,0.125062972,0,0.125062972,0.596552382,0.209642901,0.1324,0.721419607,114,0,0
3E204W,204,45131, 8/1/2023, 8/1/2023,10.74,16.92,16.86,0.355871886,0.003558719,99.64412811,0.996441281,Petris,2023,DE,DE23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.1468,0.147324286,0.130604982,0,0.130604982,0.596552382,0.218932965,0.1468,0.591712387,73.6,0,0
3V212D,212,45176,45183,45183,10.7,14.88,14.7,1.224489796,0.012244898,98.7755102,0.987755102,Petris,2023,VA,VA23,B2,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.1395,0.141229339,0.142346939,0.006672747,0.135674192,0.294835493,0.460169129,0.1395,0.129622306,184.5,0,0
3V305D,305,45183,45184,45184,10.7,14.57,14.4,1.180555556,0.011805556,98.81944444,0.988194444,Petris,2023,VA,VA23,B3,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.143,0.144708363,0.148958333,0.006672747,0.142285587,0.294835493,0.482593142,0.143,0.136227091,147,0,0
3P408W,408,45132,45133,45133,10.63,15.651,11.07,41.38211382,0.413821138,58.61788618,0.586178862,Petris,2023,PA,PA23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.106,0.180832178,0.143631436,0.0012156,0.142415836,0.275289491,0.517331176,0.106,0.298777028,161.5,0,0
2P406 D,406,45586,45603,45603,12.926,16.066,16.032,0.212075848,0.002120758,99.78792415,0.997879242,Petri,2022,PA,PA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.154,0.154327291,0.144086826,0.00136502,0.142721806,0.438690977,0.325335631,0.154,0.198252332,127.52,0,0
3E203D,203,45132,45140,45140,10.69,15.49,15.51,-0.128949065,-0.001289491,100.1289491,1.001289491,Petris,2023,DE,DE23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.1571,0.156897682,0.151934236,0,0.151934236,0.532754972,0.285185956,0.1571,0.203476494,46.8,0,0
3P408D,408,45105,45114,45114,10.75,14.66,14.65,0.068259386,0.000682594,99.93174061,0.999317406,Petris,2023,PA,PA23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.1539,0.154005123,0.157576792,0.0012156,0.156361192,0.275289491,0.567988235,0.1539,0.298777028,161.5,0,0
2V205D,205,45596,na,na,12.845,15.697,15.453,1.578981428,0.015789814,98.42101857,0.984210186,Petris,2022,VA,VA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.1654,0.168053534,0.160551349,0.00273538,0.157815969,0.195861906,0.805751216,0.1654,0.201376253,124,0,0
2P110 W,110,45591,45603,45603,12.961,18.822,12.557,49.89249024,0.498924902,50.10750976,0.501075098,Petri,2022,PA,PA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.139,0.277403528,0.166042845,0.00136502,0.164677825,0.386006861,0.426618907,0.139,0.375795794,166.21,0,0
2E111D,111,45610,na,na,12.911,17.973,17.907,0.36857095,0.003685709,99.63142905,0.996314291,Petris,2022,DE,DE22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.2229,0.223724584,0.186714693,0.004081526,0.182633167,0.313130202,0.583249926,0.2229,0.201645687,49.2,0,0
2P306 D,306,45589,45605,45605,12.927,16.32,16.361,-0.250595929,-0.002505959,100.2505959,1.002505959,Petri,2022,PA,PA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.206,0.205485063,0.188863761,0.00136502,0.187498741,0.386006861,0.4857394,0.206,0.285801495,154.58,0,0
3P308D,308,45120,45140,45140,10.772,14.066,14.098,-0.226982551,-0.002269826,100.2269826,1.002269826,Petris,2023,PA,PA23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.1833,0.182884883,0.195027663,0.0012156,0.193812063,0.588595451,0.329278901,0.1833,0.210105174,148.512,0,0
2P106 D,106,45589,45605,45605,13.069,15.459,15.409,0.32448569,0.003244857,99.67551431,0.996755143,Petri,2022,PA,PA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.204,0.204664106,0.198585242,0.00136502,0.197220222,0.386006861,0.510924136,0.204,0.313033638,169.68,0,0
3P206D,206,45120,45140,45140,10.513,15.569,15.577,-0.051357771,-0.000513578,100.0513578,1.000513578,Petris,2023,PA,PA23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.2078,0.207693333,0.200102716,0.0012156,0.198887116,0.588595451,0.337901212,0.2078,0.21032077,155.008,0,0
3P106D,106,45105,45114,45114,10.75,15.37,15.35,0.13029316,0.001302932,99.86970684,0.998697068,Petris,2023,PA,PA23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.21,0.210273973,0.205211726,0.0012156,0.203996126,0.275289491,0.741024023,0.21,0.299879347,138.4,0,0
2E112D,112,45381,na,na,12.983,15.361,15.265,0.628889617,0.006288896,99.37111038,0.993711104,Petris,2022,DE,DE22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.2118,0.213140418,0.208123158,0.004081526,0.204041632,0.254971073,0.800254043,0.2118,0.214940445,62.6,0,0
3E306D,306,12/12/23,12/13/23,12/13/23,10.572,16.33,16.228,0.628543259,0.006285433,99.37145674,0.993714567,Petris,2023,DE,DE23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.2253,0.226725065,0.208251171,0,0.208251171,0.596552382,0.349091173,0.2253,0.240185258,98,0,0
2E404D,404,45610,na,na,12.929,18.882,18.809,0.388112074,0.003881121,99.61188793,0.996118879,Petris,2022,DE,DE22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.2667,0.267739128,0.212690733,0.004081526,0.208609208,0.313130202,0.666205964,0.2667,0.231182989,99,0,0
2P110 D,110,45591,45607,45612,12.962,16.217,16.166,0.315476927,0.003154769,99.68452307,0.996845231,Petri,2022,PA,PA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.229,0.229724729,0.212482989,0.00136502,0.211117969,0.386006861,0.546928022,0.229,0.375795794,166.21,0,0
3P210D,210,45120,45140,45140,10.71,15,15,0,0,100,1,Petris,2023,PA,PA23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.2209,0.2209,0.2209,0.0012156,0.2196844,0.588595451,0.373234961,0.2209,0.227728059,130.032,0,0
3E307D,307,45132,45140,45140,10.55,16.22,16.18,0.247218789,0.002472188,99.75278121,0.997527812,Petris,2023,DE,DE23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.2405,0.241096035,0.222960445,0,0.222960445,0.532754972,0.418504672,0.2405,0.295518111,161.8,0,0
3E112D,112,45131, 8/1/2023, 8/1/2023,10.65,16.05,16.05,0,0,100,1,Petris,2023,DE,DE23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.2489,0.2489,0.232616822,0,0.232616822,0.596552382,0.389935283,0.2489,0.232796916,104.2,0,0
3P306D,306,45105,45114,45114,10.66,15.06,15.04,0.132978723,0.001329787,99.86702128,0.998670213,Petris,2023,PA,PA23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.2497,0.25003249,0.249035904,0.0012156,0.247820304,0.275289491,0.900217088,0.2497,0.351991458,132.6,0,0
2E208D,208,45381,na,na,12.898,15.028,14.94,0.589022758,0.005890228,99.41097724,0.994109772,Petris,2022,DE,DE22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.2603,0.261842311,0.261345382,0.004081526,0.257263856,0.254971073,1.008992326,0.2603,0.269296923,50.2,0,0
3P110D,110,45113,45114,45114,10.703,15.572,15.597,-0.160287235,-0.001602872,100.1602872,1.001602872,Petris,2023,PA,PA23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.286,0.285542312,0.275052895,0.0012156,0.273837295,0.275289491,0.99472484,0.286,0.370481284,116.1,0,0
3V311D,311,45176,45183,45183,10.57,13.67,13.53,1.03473762,0.010347376,98.96526238,0.989652624,Petris,2023,VA,VA23,B3,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.255,0.257666169,0.2827051,0.006672747,0.276032353,0.492890719,0.560027492,0.255,0.358844142,151.5,0,0
2E403D,403,45610,na,na,12.955,17.568,17.453,0.658912508,0.006589125,99.34108749,0.993410875,Petris,2022,DE,DE22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.3376,0.339839243,0.29015069,0.004081526,0.286069165,0.254971073,1.121967138,0.3376,0.299741101,73,0,0
3P406D,406,45120,45140,45140,10.56,15.31,15.35,-0.260586319,-0.002605863,100.2605863,1.002605863,Petris,2023,PA,PA23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.3314,0.330538661,0.323843648,0.0012156,0.322628048,0.588595451,0.548132079,0.3314,0.337270954,180.88,0,0
2E308D,308,45610,na,na,12.956,14.829,14.752,0.521963124,0.005219631,99.47803688,0.994780369,Petris,2022,DE,DE22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.3266,0.328313676,0.332090564,0.004081526,0.328009038,0.254971073,1.286455887,0.3266,0.356328584,93.6,0,0
2E207D,207,45380,na,na,13.012,18.026,17.946,0.44578179,0.004457818,99.55421821,0.995542182,Petris,2022,DE,DE22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.4011,0.402896037,0.335255767,0.004081526,0.331174242,0.313130202,1.057624719,0.4011,0.342269317,22.6,0,0
3E409D,409,12/12/23,12/13/23,12/13/23,10.622,15.815,15.678,0.873835948,0.008738359,99.12616405,0.991261641,Petris,2023,DE,DE23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.4183,0.421987478,0.400210486,0,0.400210486,0.532754972,0.751209293,0.4183,0.46215493,83.6,0,0
3E204D,204,45131, 8/1/2023, 8/1/2023,10.61,15.01,14.99,0.133422282,0.001334223,99.86657772,0.998665777,Petris,2023,DE,DE23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.4608,0.461415631,0.461107405,0,0.461107405,0.596552382,0.772953757,0.4608,0.591712387,73.6,0,0
3E410D,410,45132,45140,45140,10.52,16.89,16.88,0.059241706,0.000592417,99.94075829,0.999407583,Petris,2023,DE,DE23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.6711,0.671497807,0.596356635,0,0.596356635,0.596552382,0.99967187,0.6711,0.721419607,114,0,0
3V207W,207,45183,45184,45184,10.61,14.9,14.69,1.429543907,0.014295439,98.57045609,0.985704561,Petris,2023,VA,VA23,B2,11,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0001,0.00010145,0.00010211,0.006672747,-0.006570637,0.492890719,-0.013330819,0.0001,-0.00937373,132,0,2.55
3V112W,112,45183,45184,45184,10.58,15.17,12.42,22.14170692,0.221417069,77.85829308,0.778582931,Petris,2023,VA,VA23,B1,5,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.0004,0.000513754,0.000483092,0.006672747,-0.006189655,0.294835493,-0.020993588,0.0004,0.051098432,130,0,6
3V205W,205,45183,45184,45184,10.56,14.64,11.54,26.86308492,0.268630849,73.13691508,0.731369151,Petris,2023,VA,VA23,B2,5,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.0004,0.000546919,0.000519931,0.006672747,-0.006152816,0.294835493,-0.020868641,0.0004,0.041892613,128.5,0,0
3V106W,106,45183,45184,45184,10.75,15.8,15.55,1.607717042,0.01607717,98.39228296,0.98392283,Petris,2023,VA,VA23,B1,11,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0009,0.000914706,0.000868167,0.006672747,-0.00580458,0.492890719,-0.011776606,0.0009,0.211785314,143,0,7
3V207D,207,45183,45184,45184,10.47,14.94,14.73,1.425661914,0.014256619,98.57433809,0.985743381,Petris,2023,VA,VA23,B2,11,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.0038,0.003854959,0.003869654,0.006672747,-0.002803093,0.492890719,-0.005687048,0.0038,-0.00937373,132,0,2.55
2E408W,408,45603,na,na,12.923,16.889,17.725,-4.716502116,-0.047165021,104.7165021,1.047165021,Petris,2022,DE,DE22,B4,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0086,0.00821265,0.007277856,0.004081526,0.003196331,0.313130202,0.010207674,0.0086,0.027023076,0,0,44.2
2E105W,105,45603,na,na,12.939,16.467,16.319,0.906918316,0.009069183,99.09308168,0.990930817,Petris,2022,DE,DE22,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0118,0.011907996,0.010846253,0.004081526,0.006764727,0.313130202,0.02160356,0.0118,0.18484333,0,0,21.6
2E311W,311,45603,na,na,12.948,14.894,14.79,0.703177823,0.007031778,99.29682218,0.992968222,Petris,2022,DE,DE22,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0135,0.013595601,0.013691684,0.004081526,0.009610158,0.313130202,0.030690613,0.0135,0.198915101,0,0,30.4
3V304W,304,45183,45184,45184,10.64,14.65,11.06,32.45931284,0.324593128,67.54068716,0.675406872,Petris,2023,VA,VA23,B3,5,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.013,0.019247657,0.017631103,0.006672747,0.010958356,0.294835493,0.037167696,0.013,0.027411948,138,0,7.5
2V307D,307,45596,na,na,12.956,17.64,17.492,0.846101075,0.008461011,99.15389893,0.991538989,Petris,2022,VA,VA22,B3,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.0195,0.019666398,0.01672193,0.00273538,0.01398655,0.220815081,0.063340556,0.0195,0.042700577,145,0,16.5
2E209W,209,45610,na,na,12.912,17.764,17.046,4.212131878,0.042121319,95.78786812,0.957878681,Petris,2022,DE,DE22,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.0224,0.023385007,0.019711369,0.004081526,0.015629844,0.254971073,0.06130046,0.0224,0.304068354,33.6,0,20.4
3P203W,203,45132,45133,45133,10.67,15.86,10.83,46.44506002,0.4644506,53.55493998,0.5355494,Petris,2023,PA,PA23,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0124,0.023153793,0.017174515,0.0012156,0.015958915,0.275289491,0.057971392,0.0124,0.102085087,0,0,81
3V304D,304,45176,45183,45183,10.59,14.19,14.01,1.284796574,0.012847966,98.71520343,0.987152034,Petris,2023,VA,VA23,B3,5,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.0216,0.021881128,0.023126338,0.006672747,0.016453592,0.294835493,0.055806008,0.0216,0.027411948,138,0,7.5
3P212W,212,45132,45133,45133,10.76,17.65,11.84,49.07094595,0.490709459,50.92905405,0.509290541,Petris,2023,PA,PA23,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.014,0.027489221,0.017736486,0.0012156,0.016520886,0.588595451,0.028068321,0.014,0.166594116,0,0,123.8
2V301D,301,45593,na,na,13.009,17.566,17.269,1.719844809,0.017198448,98.28015519,0.982801552,Petris,2022,VA,VA22,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.0225,0.022893737,0.019543691,0.00273538,0.016808311,0.195861906,0.085817152,0.0225,0.039367085,162,0,3
2E210W,210,45603,na,na,12.964,14.814,14.664,1.022913257,0.010229133,98.97708674,0.989770867,Petris,2022,DE,DE22,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0238,0.024045969,0.024345336,0.004081526,0.02026381,0.313130202,0.064713687,0.0238,0.146033848,0,0,51
3P309W,309,45132,45133,45133,10.62,16.12,11.78,36.84210526,0.368421053,63.15789474,0.631578947,Petris,2023,PA,PA23,B4,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.0186,0.02945,0.023684211,0.0012156,0.022468611,0.588595451,0.038173266,0.0186,0.085145844,0,0,145.4
2V301W,301,45593,na,na,13.025,16.116,15.893,1.403133455,0.014031335,98.59686655,0.985968665,Petris,2022,VA,VA22,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0268,0.027181391,0.025294155,0.00273538,0.022558774,0.195861906,0.115176935,0.0268,0.039367085,162,0,3
2E408D,408,45603,na,na,13.01,16.264,16.178,0.531586105,0.005315861,99.4684139,0.994684139,Petris,2022,DE,DE22,B4,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.0301,0.030260863,0.02790827,0.004081526,0.023826745,0.313130202,0.076092133,0.0301,0.027023076,0,0,44.2
